GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
ACR-20,187632,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
ACR-21,185004,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
ACR-3,180937,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
ACR-5,191596,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
ACR-6,191479,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
ACR-7,174262,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.10,,11259349|16720336|16785264
ACSBG1,23205,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.45,,15020195
ACSF2,80221,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.01,,20156427
ACSF3,197322,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.58,,20156427
ACSF3,197322,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.58,,15020195
ACSL1,2180,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,6.89,,20156427
ACSL1,2180,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,6.89,,15020195
ACSL1,2180,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.27,,11259349|16720336|16785264
ACSL1B,445175,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.89,,20156427
ACSL3,2181,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.88,,20156427
ACSL4,2182,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,3.65,,15020195
ACSL5,51703,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,8.02,,15020195
ACSL5,51703,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.02,,20156427
ACSL6,23305,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.73,,20156427
ACSL6,23305,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.73,,15020195
ACSL6,23305,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.82,,11259349|16720336|16785264
ACSM2A,123876,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.54,,20156427
ACSM3,6296,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.95,,20156427
ACSM5,54988,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.07,,20156427
ACSM5,54988,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.07,,15020195
ACSS2,55902,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.87,,20156427
ACSS3,79611,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,15.01,,20156427
ACSS3,79611,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,15.01,,15020195
ACSS3,79611,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,15.01,,2009908|7657819
ACTA1,58,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.70,,20156427
ACTA1,58,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.70,,2009908|7657819
ACTA1,58,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.46,,11259349|16720336|16785264
ACTA2,59,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,18.05,,15020195
ACTA2,59,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,18.05,,20156427
ACTA2,59,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,18.05,,15020195
ACTA2,59,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,18.05,,20156427
ACTA2,59,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,18.05,,15020195
ACTA2,59,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.84,,11259349|16720336|16785264
ACTB,60,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,11.67,,20156427
ACTB,60,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,11.67,,2009908|7657819
ACTB,60,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,11.67,,15020195
ACTB,60,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.23,,11259349|16720336|16785264
ACTB1,57934,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.51,,2009908|7657819
ACTB2,57935,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.67,,2009908|7657819
ACTB-PS6,298169,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,5.12,,15020195
ACTC1,70,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,4.34,,20156427
ACTG1,71,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.87,,20156427
ACTG2,72,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.99,,20156427
ACTL9B,292516,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.78,,15020195
ACTN1,87,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.83,,20156427
ACTN2,88,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,14.78,,15020195
ACTN2,88,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,14.78,,15020195
ACTN2,88,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,14.78,,2009908|7657819
ACTN4,81,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.36,,20156427
ACTN4,81,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.36,,15020195
ACTR1A,10121,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,4.04,,15020195
ACTR1A,10121,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.96,,11259349|16720336|16785264
ACTR1B,10120,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.79,,15020195
ACTR1B,10120,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.79,,15020195
ACTR2,10097,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.40,,15020195
ACTR3,10096,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.04,,20156427
ACTR3B,57180,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.50,,20156427
ACTR3B,57180,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.50,,15020195
ACTR3C,653857,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.96,,20156427
ACTR5,79913,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.67,,20156427
ACTRT2,140625,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,4.34,,11259349|16720336|16785264
ACVR1,90,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.71,,20156427
ACVR1,90,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.71,,15020195
ACVR1B,91,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.66,,15020195
ACVR1B,91,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,9.66,,2009908|7657819
ACVR1C,130399,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.18,,20156427
ACVR2A,92,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.77,,20156427
ACVR2A,92,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.77,,15020195
ACVR2B,93,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.78,,20156427
ACVR2B,93,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.78,,15020195
ACVRL1,94,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.35,,15020195
ACY1,95,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.08,,20156427
ACY3,91703,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.31,,20156427
ACYP1,97,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.25,,20156427
ACYP2,98,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.87,,20156427
ACYP2,98,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.87,,15020195
ADA,100,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.93,,20156427
ADA,100,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.93,,15020195
ADA,100,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,12.93,,2009908|7657819
ADA,100,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.46,,11259349|16720336|16785264
ADA2A,373884,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.96,,2009908|7657819
ADAD1,132612,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.13,,15020195
ADAM10,102,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.33,,20156427
ADAM10,102,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.33,,15020195
ADAM12,8038,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.32,,15020195
ADAM17,6868,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,13.72,,20156427
ADAM17,6868,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,13.72,,15020195
ADAM17,6868,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,13.72,,15020195
ADAM18,8749,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.96,,15020195
ADAM19,8728,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.06,,20156427
ADAM19,8728,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.70,,11259349|16720336|16785264
ADAM22,53616,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.37,,15020195
ADAM23,8745,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.54,,15020195
ADAM30,11085,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,4.89,,15020195
ADAM32,203102,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.63,,15020195
ADAM4,11498,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.97,,15020195
ADAM5,255926,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.04,,15020195
ADAM7,8756,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.87,,15020195
ADAM9,8754,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.11,,20156427
ADAMTS1,9510,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.60,,20156427
ADAMTS1,9510,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.60,,15020195
ADAMTS1,9510,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,12.60,,2009908|7657819
ADAMTS12,81792,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.42,,15020195
ADAMTS13,11093,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.76,,15020195
ADAMTS14,140766,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.57,,15020195
ADAMTS15,170689,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.45,,15020195
ADAMTS16,170690,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.77,,15020195
ADAMTS17,170691,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.55,,20156427
ADAMTS17,170691,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.55,,15020195
ADAMTS18,170692,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.67,,15020195
ADAMTS19,171019,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.75,,15020195
ADAMTS2,9509,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.49,,20156427
ADAMTS2,9509,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.49,,15020195
ADAMTS20,80070,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.64,,15020195
ADAMTS3,9508,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.32,,20156427
ADAMTS3,9508,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.32,,15020195
ADAMTS5,11096,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.41,,15020195
ADAMTS5,11096,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.41,,15020195
ADAMTS6,11174,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.93,,20156427
ADAMTS6,11174,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.93,,15020195
ADAMTS7,11173,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.38,,15020195
ADAMTSL1,92949,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.54,,15020195
ADAMTSL2,9719,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.45,,15020195
ADAMTSL3,57188,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.52,,15020195
ADAMTSL4,54507,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.19,,20156427
ADAP1,11033,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,4.02,,15020195
ADAP2,55803,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.83,,20156427
ADAP2,55803,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.83,,15020195
ADARB1,104,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.60,,15020195
ADARB1,104,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.60,,15020195
ADARB2,105,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.64,,15020195
ADAT1,23536,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.53,,20156427
ADAT2,134637,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.22,,20156427
ADAT2,134637,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.22,,15020195
ADCK2,90956,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.41,,20156427
ADCK5,203054,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.39,,20156427
ADCY1,107,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.55,,20156427
ADCY1,107,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.55,,15020195
ADCY2,108,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.90,,15020195
ADCY2,108,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.90,,15020195
ADCY3,109,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.35,,15020195
ADCY6,112,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,8.94,,15020195
ADCY6,112,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.94,,15020195
ADCY7,113,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.09,,20156427
ADCY7,113,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.09,,15020195
ADCY7,113,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.63,,11259349|16720336|16785264
ADCY8,114,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.09,,20156427
ADCY8,114,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.09,,15020195
ADCY9,115,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.42,,20156427
ADCY9,115,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.42,,15020195
ADCYAP1,116,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.10,,20156427
ADCYAP1,116,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.74,,11259349|16720336|16785264
ADCYAP1R1,117,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,3.87,,2009908|7657819
ADCYAP1R1,117,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.86,,11259349|16720336|16785264
ADD1,118,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,14.62,,20156427
ADD1,118,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,14.62,,2009908|7657819
ADD1,118,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,14.62,,15020195
ADD2,119,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.43,,15020195
ADD3,120,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,13.87,,20156427
ADD3,120,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,13.87,,15020195
ADD3,120,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,13.87,,15020195
ADGB,79747,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.85,,15020195
ADGRA1,84435,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.79,,15020195
ADGRA1,84435,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,4.22,,11259349|16720336|16785264
ADGRA2,25960,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.58,,15020195
ADGRA3,166647,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.13,,20156427
ADGRA3,166647,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.13,,15020195
ADGRB1,575,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,4.10,,15020195
ADGRB3,577,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.77,,20156427
ADGRB3,577,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.77,,15020195
ADGRD1,283383,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.97,,20156427
ADGRD1,283383,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.97,,15020195
ADGRD2,347088,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.94,,20156427
ADGRE4,52614,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.67,,15020195
ADGRF1,266977,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.58,,15020195
ADGRF4,221393,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.46,,20156427
ADGRF5,221395,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.45,,15020195
ADGRG1,9289,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.94,,20156427
ADGRG1,9289,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.59,,11259349|16720336|16785264
ADGRG2,10149,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.13,,20156427
ADGRG3,222487,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.47,,20156427
ADGRG3,222487,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.47,,15020195
ADGRG4,139378,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.10,,15020195
ADGRG5,221188,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.84,,15020195
ADGRG6,57211,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.14,,20156427
ADGRG7,84873,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.88,,15020195
ADGRL1,22859,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,4.14,,15020195
ADGRL1,22859,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.80,,11259349|16720336|16785264
ADGRL2,23266,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.57,,20156427
ADGRL2,23266,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.57,,15020195
ADGRL3,23284,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.80,,20156427
ADGRL3,23284,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.80,,15020195
ADGRL4,64123,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.49,,15020195
ADGRV1,84059,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.30,,15020195
ADH1A,124,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.39,,20156427
ADH1B,125,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.19,,20156427
ADH1C,126,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.30,,20156427
ADH1C,126,"PARKINSON DISEASE, LATE-ONSET",OMIM:168600,marker/mechanism,,,168600,
ADH4,127,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.00,,20156427
ADH5,128,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.00,,20156427
ADH6,130,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.30,,20156427
ADH6A,69117,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.23,,15020195
ADH6-PS1,639769,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,4.01,,20156427
ADH7,131,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.60,,15020195
ADH7,131,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.60,,15020195
ADH8A,322482,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.73,,2009908|7657819
ADHFE1,137872,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.09,,20156427
ADI1,55256,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.12,,20156427
ADIPOQ,9370,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,25.78,,15020195
ADIPOQ,9370,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,25.78,,20156427
ADIPOQ,9370,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,25.78,,15020195
ADIPOQ,9370,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,25.78,,2009908|7657819
ADIPOQ,9370,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,25.78,,20156427
ADIPOQ,9370,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,25.78,,15020195
ADIPOR1,51094,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.20,,20156427
ADIPOR2,79602,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.07,,20156427
ADIPOR2,79602,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.07,,15020195
ADIPOR2,79602,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.62,,11259349|16720336|16785264
ADIRF,10974,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.52,,20156427
ADISSP,54976,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.92,,20156427
ADISSP,54976,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.92,,15020195
ADK,132,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.10,,20156427
ADK,132,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.10,,15020195
ADK,132,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.63,,11259349|16720336|16785264
ADM,133,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,11.99,,20156427
ADM,133,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,11.99,,15020195
ADM,133,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,11.99,,2009908|7657819
ADM2,79924,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.82,,11259349|16720336|16785264
ADNP,23394,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.11,,20156427
ADNP,23394,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.76,,11259349|16720336|16785264
ADNP2,22850,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.47,,20156427
ADOA,494091,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.14,,2009908|7657819
ADORA1,134,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,3.45,,2009908|7657819
ADORA2A,135,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,13.00,,15020195
ADORA2A,135,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,13.00,,2009908|7657819
ADORA2A,135,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,13.00,,20156427
ADORA2A,135,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.44,,11259349|16720336|16785264
ADORA2B,136,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.91,,20156427
ADORA3,140,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.25,,20156427
ADPGK,83440,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.19,,20156427
ADPRM,56985,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.39,,20156427
ADPRS,54936,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.41,,20156427
ADRA1A,148,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.98,,20156427
ADRA1A,148,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.98,,15020195
ADRA1B,147,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.14,,15020195
ADRA1D,146,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.10,,20156427
ADRA2A,150,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.95,,20156427
ADRA2C,152,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,3.89,,15020195
ADRB1,153,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.46,,11259349|16720336|16785264
ADRB2,154,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.57,,20156427
ADRB2,154,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.22,,11259349|16720336|16785264
ADRB2B,100037315,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.96,,20156427
ADRM1,11047,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,14.27,,20156427
ADRM1,11047,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,14.27,,15020195
